,cape,cin,dewpoint_2m,temp_2m,tcwv,surface_pressure,shear_0_1km,shear_0_3km
0,-0.6000816685504378,-0.183957987921109,-1.1493628122752952,-2.0511824890104977,-0.8855921933419139,0.4624629493939979,-0.6888515073822131,-0.2686368998061837
1,-0.5929219267319025,-0.183957987921109,-0.6331884235892349,0.4968894090692556,-0.4664415806849477,-1.7754427435939617,-1.4851262268401195,0.1913242323515837
2,-0.6000816685504378,-0.183957987921109,-0.5067535606127961,0.0767147067516124,-0.9020837268240808,0.0037618282185349,-1.20531550635251,-0.5563167467651037
3,-0.6000816685504378,-0.183957987921109,-1.085624400096138,0.0053204248864876,-0.6712620919048096,-0.2151347712494971,-0.562353855259861,-0.369125273624453
4,-0.0750291228872156,0.0032645702372851,0.6898165027906084,0.2963033856997403,0.5056254869982849,0.6345246255492759,0.5679226513053088,-0.9616177321903632
5,-0.0980241032821818,0.795487155352868,0.2915676257955797,0.7440884092793008,0.1057533347104179,0.4039855294312161,0.3886364632746398,0.0711503667885175
6,1.0827968960324428,2.768757176921289,-0.5706605253684349,-0.9774666577441864,-0.3004944446875828,-0.1037951177613362,-0.1344042496095874,2.6682136303813278
7,-0.5987184374711931,-0.183957987921109,-0.622595149540057,-0.9422465021074466,-0.7365421312372669,0.3471639639224521,0.3694764898866109,-0.1710052234763967
8,-0.5953381462980929,-1.3021283015036893,0.0497968316213337,-0.8860499586335076,0.084322186063674,0.1991820912051582,1.075659938186344,0.7758779173809883
9,-0.6000816685504378,-0.183957987921109,0.6470654402103191,0.0673723740609307,-0.5187895346632521,0.8710910318799607,-0.6366644640961441,-0.9159698804859888
10,-0.6000816685504378,-0.183957987921109,-0.4672101046394874,0.3183872566375862,-0.8390002539120494,0.1527519323144974,1.3136085258841323,0.1400397745743266
11,-0.5884403519394414,-0.183957987921109,-1.735859378930965,-1.1057976326802343,-1.1363544496940687,0.6826621543658573,0.935839204260259,-0.7075933335951491
12,-0.3627899851310669,2.4176191859771765,0.7570230119222272,0.3150209466187674,-0.3571876644418864,0.4532563986296586,-0.3295401823673786,-0.9569831565730992
13,0.9139089472826956,-1.3891939104693054,0.6598652207152449,-0.382912710379519,1.434140173869748,0.069127602710031,1.3027688216218272,1.8228503724617635
14,-0.4761350564002686,-0.4181877241997598,0.6057036594725344,0.1447920219043935,0.574971567561772,0.5106078375637083,0.8257897256807067,-1.0042059729751227
15,-0.5706847634011274,-0.183957987921109,-0.1862482826063846,-0.1399791648838861,-0.8032515343118286,0.5022108156435555,-0.1180211291219808,-0.1039172235927214
16,0.4552766465458392,0.6464790454950987,1.152549509424398,1.1291635729315523,1.7986305873879256,0.0199892018679099,1.0057079487057463,0.4447084184980728
17,-0.6000816685504378,-0.183957987921109,-0.2917928414067685,1.2218960935479626,-0.9305912232247626,0.1061377895956124,1.3375209276017823,-0.761636395481839
18,-0.6000816685504378,-0.183957987921109,0.0140330394842666,-0.0919681276935169,-0.1691551965781353,0.7367828372762899,0.5937164798165981,-0.6828504636239381
19,-0.5646943132882192,-0.183957987921109,-1.2307941373311737,-0.8378579959861003,-0.6780565558323974,0.6081634226413116,0.7067603395134644,0.6668248971762467
20,-0.5209069858055121,-0.183957987921109,-0.4056015841085863,0.1736907517240161,-0.7968564612065987,-1.3699203081284237,-1.4686731677707658,-1.0276890890684385
21,-0.6000816685504378,-0.183957987921109,-2.010712446980073,-1.2897111010542133,-1.3135144456329892,0.2417559490562396,0.0852638959121911,0.0215362595096292
22,-0.6000816685504378,-0.183957987921109,0.8915994751080946,0.8164805224529486,0.7689927370947711,0.628026316736397,-0.3847926576215075,-0.2593133463686862
23,0.0724063600386212,-1.1851807038542694,1.60492930173915,0.6959512725279656,1.86724137664966,0.8324525881145951,-0.4025775246263198,-0.2281632246116896
24,-0.6000816685504378,-0.183957987921109,0.0614627129753842,-0.593827932569035,-0.8754111345760547,0.6293951564183851,1.574780441963534,-0.7562920885462684
25,0.03188055898665,-0.3779975848017824,0.451084762646871,0.1968985535313512,-0.0226513963954708,-0.0365453488688242,0.3517741178026817,0.5689078681306365
26,-0.5999350946310037,-0.183957987921109,-0.5997894751767315,-1.573276118128906,-0.2405329681164474,0.2163017864214206,1.5434773583627497,1.9863703284588148
27,0.0396158443058518,-1.272841720896713,1.6159465110564384,0.5914531146144751,3.146467410565408,0.7778848245015777,2.607095095607502,4.367113920862257
28,-0.392943484133413,-0.183957987921109,0.5055987520040428,-0.0477510425113395,0.6357201914215833,0.1064468824270291,-0.5496200371817361,-1.0030188125571813
29,0.1320337056820885,1.4691467691392557,0.8876001821570343,0.679837941672365,0.7900183453309643,-0.0487103595910088,-0.2789461916086501,-1.310335540438607
30,0.1269046755979579,-0.0175714338696787,1.538167158490992,0.5942273049557252,2.706190136979783,0.8851142792672098,1.0722476599929025,-0.4603767581771281
31,-0.5991097425192353,-0.183957987921109,-0.6334999904730244,-1.6995949826791064,-0.4593851775413647,0.1470521133161115,1.6421773584519144,0.8687701171622749
32,-0.6000816685504378,-0.183957987921109,-1.9374737986719608,2.13179762994034,-0.7277598544776349,-3.25598268737354,-1.396629331492824,-1.2835415137110306
33,-0.0950505826730496,-1.1470639849326971,1.4308604591182923,0.9188349878300186,0.4309036691237924,0.778168159597043,1.25673490197661,0.6158110161638273
34,-0.3587135055940858,-0.183957987921109,0.184710399960164,0.6976508753062018,-0.0922806904259977,0.1180378636051541,0.352932162523047,-0.001480496290499
35,-0.3265991991096594,-1.1800381789038714,1.1008396220214178,-0.0175529389548072,1.7102639967492634,0.9892196886295948,-0.4226676450200888,-0.3424196211274806
36,-0.5921118608072641,-0.183957987921109,-0.0325027945861157,-0.168466700482978,-0.5017887487966884,0.3747836162154699,0.9525146665605349,0.4198874166102943
37,-0.5965875942001567,-0.183957987921109,-0.1785050793958933,-1.4552743420128484,0.8508028694894145,-0.2126546692450348,0.698570974120429,0.7482479906836498
38,-0.5819911570583263,-0.183957987921109,-0.9968738070978976,-2.056933725508475,-0.6696572155915809,0.4042099897016496,2.773273623825097,-1.0441963575260882
39,-0.5989789059404285,-0.183957987921109,-1.0023798579296257,-1.283636391769421,0.0577067683653321,0.8279983396332871,1.769384993015003,1.6205396692769711
40,-0.5619273265971932,-0.183957987921109,-0.780932418355978,-2.0172726722898817,0.3541780827289721,0.9022836501170928,0.8808033339376471,1.129543080875806
41,-0.2079502540679687,2.5776421254279582,0.5572320245995314,0.6003787704950189,-0.3030340584061137,0.2226805057459538,0.1245261105902888,-0.4550728422238244
