0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.4238156209985391,0.2113207547190541,0.013972055888245904,0.48404255319201184,0.34503510531521897,0.016248009618834658,0.6678260869557562,0.6616331096201975,0.26051033516289124,0.43716814159233763,0.4357034795771142,0.05573346051652095,0.5683869474660241,0.5428161949121204,0.022310050603920217,0.5358259687287159,0.700852944198914,0.053850897025611744,0.49227761485840915,0.6129379225568243,0.008828143696661073,0.4820708967966709,0.992117693927483,0.0,0.43405834425902867,0.47298801233750964,0.6577866301508948,0.41241747109302196,0.6280738095542233,0.6779361492554017,0.9236736503023337,0.46423421920842145
0.4583866837374444,0.2025157232719721,0.999232304621529,0.3643617021289174,0.4553660982942347,0.3096545673155333,0.7704347826083904,0.5900447427293329,0.06282844797379994,0.48377581120917057,0.5287443267784511,0.06717994140493033,0.589678315204651,0.552848441418746,0.18498134672925914,0.5097212780420932,0.7036275819546063,0.04639281205047041,0.47728901922459954,0.5828211432083776,0.0778844364081408,0.9248343692371037,0.5094189289168867,0.76906243783219,0.4280998314293356,0.336226907056016,0.5147338656613556,0.2868687339164353,0.6295627936137294,0.658654743740783,0.4737435459554433,0.914994280909454
0.28169014084232913,0.6037735849076853,1.0,0.5651595744684528,0.36208625877634404,1.0,0.5026086956513609,0.3557046979867664,0.0609015531939292,0.8182890855448477,0.6323751891068241,0.019077468147486343,0.10645683869483946,0.5438910784662312,0.02386141173866463,0.001631543168002736,0.5470146953034032,0.10564641630207916,0.988856304985319,0.19660417947147835,0.24423644534262223,0.9903012089338148,0.6779067782141084,0.3104839855629109,0.631426765311744,0.26366498139827854,0.4402909427187751,0.5177750090244899,0.3734744797029066,0.05193425652316819,0.8530508748445129,0.982836807059897
0.512163892445642,0.5358490566031833,0.9999616152310722,0.46675531915025203,0.6068204613857233,0.9999025119423237,0.9339130434773324,0.5458612975387496,0.053631904706250566,0.4560471976394638,0.5211800302572556,0.011684949240319042,0.4802129136772919,0.541383016839518,0.01045321907439245,0.43127124405168615,0.5757887164728004,0.3473294770531794,0.5909416748127683,0.11547326367545452,0.012923126013760111,0.9131889898231123,0.9855728188491923,0.0036661266945401394,0.520614815508452,0.5351362523449552,0.4296562394411012,0.30123778805091206,0.5218073682472664,0.1547469597182669,0.965497637778924,0.9004325586490154
0.5390524967988313,0.6163522012575413,1.0,0.3337765957467127,0.32397191574864337,1.0,0.6486956521739558,0.4720357941837392,0.016261824127042246,0.6159292035383714,0.35703479576432073,0.0,0.8872946077297001,0.43246148333923884,0.023639788719407306,0.7930659415362129,0.935258452368771,0.2162257392018745,0.2112740306288856,0.2801167793485604,0.04863456271438338,0.9047537736493467,0.9415798759319074,0.10120214852081233,0.6787905038399913,0.5274412540936737,0.3095445572728295,0.3169925127215265,0.9444056136606491,0.5113306423057793,0.7470911400773872,0.909680806653256
0.8002560819486462,0.6817610062889798,0.9245355442960346,0.15824468085156695,0.4403209628890181,0.2467097780521499,0.7965217391301849,0.5078299776284894,0.032669625131333646,0.661946902654563,0.4485627836606909,0.01635211555492333,0.7192779449198952,0.4897886062337875,0.0173235326709289,0.6630863358260513,0.7781317439111035,0.1193293596030287,0.329618768328487,0.4446834665027666,0.08663280772198334,0.6898094392459484,0.9560355130612521,0.21402790803421112,0.7393706686650603,0.6928678177366692,0.8164179900768431,0.37335087739734263,0.7415246518996241,0.5866182539222393,0.8108184832865675,0.6766656172620458
0.6325224071715638,0.3798742138360467,1.0,0.5199468085102126,0.29789368104366076,1.0,0.5373913043472385,0.4636465324385881,0.03176456849232068,0.5581120943948008,0.49848714069548805,0.011650882332887136,0.6493867160381797,0.485489072017117,0.020574003619856285,0.6001359619306186,0.7034220532320319,0.09416566344660282,0.41081785597921794,0.18507990165946353,0.010636317706811838,0.9347380643398964,0.9964145466962719,0.006110211157562162,0.4329930698636417,0.23363222995999422,0.5538937596702453,0.3796737269881305,0.6761343177997219,0.3124231479872037,0.8881261887078864,0.9268291960803907
0.6402048655572798,0.49811320754633925,0.8536388760939957,0.5172872340426693,0.5596790371114366,0.4345692652649973,0.5939130434771869,0.40604026845676344,0.16632605395300004,0.8070796460178826,0.7730711043877818,0.07821761940456895,0.26799352001876287,0.66463633106423,0.08019059579653742,0.21645139360987287,0.5361216730037199,0.11624629297938327,0.7841642228738408,0.4597418561769757,0.2589943361608391,0.8424629465200582,0.7173183085765942,0.67013385625377,0.6668032403072175,0.45138160195870114,0.48820045882189333,0.7430105147941504,0.38682450321306305,0.37493803554986016,0.7970817267710117,0.8328673516416245
0.3636363636351234,0.3647798742149462,0.9695992630124266,0.26861702127644094,0.3961885656981394,0.9024794462678756,0.7086956521729917,0.6856823266216452,0.30307719257270094,0.561651917402969,0.5302571860815988,0.04282210260956276,0.6373524647076465,0.6080257972050731,0.012263140398175665,0.385859959211416,0.6948926112423806,0.012390991572956978,0.623460410557243,0.5132913337430409,0.197622782992525,0.6323680076497453,0.9291730692618216,0.5179185494642837,0.3628839670350317,0.5392222328214302,0.5010759189772216,0.7075769396474243,0.652043699458261,0.5182899743128928,0.9209845577302218,0.6185213659102686
0.48399487836104527,0.4301886792463847,1.0,0.5279255319137519,0.5336008024078183,1.0,0.7852173913029219,0.6146532438481245,0.05298960644633155,0.4041297935100374,0.3918305597580911,0.01866866525860189,0.2541078454065655,0.52812611967056,0.042293059505823294,0.15893949694094545,0.21775768163587372,0.24212349884018636,0.892473118279554,0.2684388444991157,0.06690243837587673,0.9829246636158615,0.8387968812247806,0.07605081422120463,0.6004752762692078,0.5243250977775915,0.3822802368799785,0.14451728594872293,0.15128120406501466,0.1703137171588196,0.9603203192518919,0.9636919171831693
