cape,cin,dewpoint_2m,temp_2m,tcwv,surface_pressure,shear_0_1km,shear_0_3km
3.564276619729948,-0.17319630003075326,1.0957319681886366,0.6472000857406226,0.25844395302518963,0.5363066986900654,1.0021786942233961,1.6011275249619692
-0.5130149784446983,0.6494930295943764,0.4211436958791636,1.4660358087571825,-0.8886942450724544,-1.2269943110107306,-1.487150016920068,-0.5347538498449954
-0.6000816685504378,-0.18395798792110907,-0.19978356526322003,0.35578948293800744,-0.02655788074366102,0.7822746786430073,-0.4164215385981734,-0.21775343401880962
-0.5796965073144029,-0.18395798792110907,-0.2406447959253932,-0.3169900529423832,-0.9990078849457091,0.8899309758901195,0.6230211295587129,0.536088622624211
-0.6000816685504378,-0.18395798792110907,-0.8044327336405604,-0.8787142537390559,-0.8249791928325165,0.1642619606082038,1.561461466426509,-0.6029272353714655
0.12152810381927115,0.7557942549960759,0.04680374647532958,-1.0444145594378713,-0.2244788864213986,0.27581135566054027,1.842658175848699,-1.0895815546867333
-0.5993626016075395,-0.18395798792110907,-0.4134622633572219,-1.2372317533339652,-0.06457762664296596,0.42161853952822403,1.0044893922565612,-0.503026260484363
0.426185242157929,0.19734124901088426,0.8597072845762683,0.9993358510327353,-0.35099818702839936,0.08029910075980488,-0.8042946703668786,-0.7738503823460842
-0.1472599530318451,-0.8835309108501994,0.8795249814474223,0.5384912990087921,1.3342376206017803,0.2552861197838478,-0.4389699368413814,-1.19466090989836
-0.5931741800546128,-0.18395798792110907,-0.2979833178520877,-1.1627452909303617,-1.1685091505083265,-0.007328716946820247,0.07001518993668261,0.20998463222062308
-0.5684583982873505,-0.18395798792110907,0.14433950406593696,-0.7104755090521004,-0.8928081533683364,-0.40231991808480494,-0.8009203475183226,-1.021138851315078
0.20599201200556577,-0.18395798792110907,-0.9839718735163165,0.920978680366439,-0.5195593966229534,-2.977490046267122,-1.38756514792918,2.1503461853389485
-0.2032118058767128,-0.18395798792110907,0.3697198370908187,-0.05436304557763914,0.17081930189173178,0.025398326417701626,-0.8326206240278547,-0.830196413718852
-0.5765190842012858,-0.18395798792110907,-1.031473054161093,-0.5278997925422817,-1.298318647003549,0.5754658166893056,-0.6199886855009323,-1.3762449377002324
-0.5567171417383833,-0.18395798792110907,0.5640456348124393,-0.43662015817178307,0.08220273880328749,0.12369720616133073,-0.5950265083164133,-0.2581505571470242
-0.6000816685504378,-0.18395798792110907,-0.07587699093401262,0.8446062071379542,0.09685803849210818,-0.09053356342293545,-1.2363266618738993,0.3277582760522358
1.9519400686259083,-0.03719378480356309,0.5246758390694449,-0.4325411115040162,-0.032930848572414205,-1.0708729937327979,-1.131919944212218,-0.20816792563937875
1.0465661668813315,-0.7652650468826174,0.8031349107244896,0.7939799747049441,0.08273326543872928,-0.4365850662532812,-0.08820916951520312,-0.6455714309092176
-0.28377004614798357,-1.3048580915834698,0.6181867654398282,0.08437936702250726,1.0877395219435146,-0.07676421371863583,-1.1101315296244798,0.7982344253943721
-0.0740054914679991,4.801213115373352,0.465646683724103,1.3080275762772877,0.06428184157901555,-0.40501344133000733,-0.7943039585352035,0.41854589180205565
-0.5408688102721781,-0.18395798792110907,-0.45487001297951113,-1.4935976433672713,0.28693815301896824,0.5120797081895019,1.1225097544032996,-1.0547012906435898
-0.6000816685504378,-0.18395798792110907,-1.3850248524655464,1.1102047780698079,-1.612967562347238,-0.05681300738600286,-0.25240519990321864,-0.9411809302611921
-0.5780534780093936,-0.18395798792110907,0.5858348860630527,0.0728330333097155,0.11523899139523441,0.899314151129554,1.3484383565725193,1.2918242510360909
-0.6000816685504378,-0.18395798792110907,-1.3263685558499967,-1.4832903749057098,-0.983526878388193,0.8108915232850004,1.5477474382985177,0.3327828912172243
-0.5917749237079377,-0.18395798792110907,0.4635576533064994,-0.2649383472114976,-0.14291606719515693,0.5803597865200695,1.3726829351148968,1.0306853205737878
-0.4658322659672884,-0.28734391328546366,0.38498150674314036,-0.8910062196384286,0.40719617561520294,0.6741253047362541,0.20635067243231936,0.4178517727350124
-0.33466526488747267,2.6973702118427445,0.4005189897024222,0.9344987463378277,0.33447147805758654,0.5004482505691676,1.2481844646464795,2.2379110947643808
-0.6000816685504378,-0.18395798792110907,-3.5915721694535603,-1.108456688639733,-1.5381573233668384,0.06607347116150922,-0.6240832956816932,-1.182796698265936
-0.5966501535225343,-0.18395798792110907,-0.351501314711869,-0.2281392057678802,-0.2582544192371698,0.7744737643263009,0.4254712924310132,0.8342648183396089
-0.5878884581316147,-0.18395798792110907,-0.8355230225206415,-0.8157302643313864,-0.1201752224684376,0.41611374338775575,1.3396503683334815,1.0406645568060602
0.09744056934196287,2.6551889054354616,0.16997992630644113,0.27818890963750664,0.02663040615093211,0.388229154382095,0.4084775585046682,-0.7466328181418049
2.2173398003738662,0.7098040653755754,0.5806557250766222,-0.20357720432756343,1.5803833644771081,0.0025401755991261953,-0.6085181284942273,1.1010308246543978
-0.599919781839503,-0.18395798792110907,0.3610419332289396,0.24026035473480326,0.35596511981677603,0.18586534171829014,0.5034758321572178,0.8234595878035831
-0.4635732667879956,-0.18395798792110907,0.3508930250632224,1.353269905716014,-0.6212223941649183,-0.23045694446400905,-1.0916929833850675,-1.0001835427391186
-0.5936487255774126,-0.18395798792110907,-0.28475449442520917,1.9883511554572042,0.010613554395213174,-1.5374118259906122,-1.4295539606367682,-1.1052086207428193
-0.24464779683926785,-0.25513723410350786,1.123670834653907,0.23598393484117666,2.051880601471688,0.34418342590521994,0.27166452918160156,-0.7480789188769306
-0.5838871985300035,-0.18395798792110907,0.08924834982566197,-0.2516814455412552,0.06518200832636917,0.36439956895049574,0.4309138125473798,-0.9359670161069914
-0.6000816685504378,-0.18395798792110907,0.2325486857579033,-0.3994920613517328,-0.665241478858994,0.052841354235624284,-0.16197833994151867,-1.2189230468343089
-0.36171777259719773,-0.8618813159434311,1.0405182302563847,-0.04996600871265386,1.3272184473975266,0.8006546630826055,0.08976513082724065,1.6329982455946055
